"Devotional Song Lyrics
",Devotional Song Meaning
"Sri Ganesha Sri Ganesha Sri Ganesha Paahi Maam
Jaya Ganesha Jaya Ganesha Jaya Ganesha Raksha Maam
Sri Ganesha Paahi Maam Jaya Ganesha Raksha Maam
Jaya Ganesha Jaya Ganesha Jaya Ganesha Raksha Maam
","Victory to thee Oh Lord Ganesha We pray to you to protect us.
"
"Sri Ganesha Vinayaka&nbsp;
Vighna Vinashaka Vinayaka
Mangala Dayaka Vinayaka
Bhava Bhaya Nasha Vinayaka
Parthi Pureeshwara Vinayaka
","Oh Lord Ganesha, remover of the fear of the materialistic world, you remove obstacles and grant auspiciousness, Oh Lord Vinayaka of Parthi.
"
"Sri Gopala Gokula Bala
Tulasi Mala Sai Gopala |Sri Gopala...|
Radha Vallabha Raasa Vilola |Tulasi Mala|
","Pray to Lord Sai Gopala of Gokula who is the beloved of Radha. He wears an ornament made from the beads of holy Tulasi plant.
"
"Sri Guru Parthi Vasa
Sai Brahma Vishnu Mahesha |Sri Guru...|
Allah Bhi Tum Ho Moulah Bhi Tum Ho
Zohrashtra Mahaveera Yesu Bhi Tum Ho
Ram Rahim Ho Krishna Karim Ho
","Chant the name of Lord of Parthi who is Guru, Brahma, Vishnu, Mahesha, Allah, Zohrashtra, Mahaveera and HE is also none other than Rama, Krishna and Karim.
"
"Sri Hari Bol Sri Hari Bol Mukunda Madhava Hari Hari Bol
Ek Prabhu Ke Aneka Naam Prema Se Bolo Sai Bhagawan
Sai Bhagawan Bolo Sai Bhagawan
","Chant Hari's name who is also called, Mukunda and Madhava. There is one God, but He has many names. He is also known by the name Sai Baba. Chant Lord Sai's name with love.
"
"Sri Hari Jaya Hari Nanda Mukunda Hari
Radha Ramana Hari Narayana
Narayana Hari (Sai) Narayana
","Salutations to Sri Hari who is also Lord Narayana and beloved of Radha.
"
"Sri Hari Nanda Mukunda Harey
Dasharatha Nandana Rama Harey |Sri Hari|
Geeta Prabodhana Srivatsalanchana
Asurani Khanda Ravana Mardhana
Alakh Niranjan Rama Harey
Rama Harey Sita (Sai) Rama Harey
Raghupathi Raghava Rama Harey |Dasharatha Nandana|
","Chant the names Sri Hari (Krishna), Nanda's son, the name Rama, Dasharatha's son, in whose heart Sri Lakshmi resides. Oh Rama destroyer of many demons like Ravana, you are purity personified Oh Sai Rama.
"
"Sri Lakshmi Ramana Narayana
Narayana Veda Parayana |Sri Lakshmi|
Bhava Bhaya Harana Vanditha Charana
Alakh Niranjana Narayana
Vaidehi Mohana Narayana (2)
","Salutation to Lord Narayana who is the beloved of Goddess Lakshmi, the one who has knowledge of all the Vedas, the one who removes the fear of the materialistic world and whose feet are worshipped by all, who is always pure and who has enchanted Vaidehi (Sita).
"
"Sri Madhusudhana Krishna Giridhara Shyama Murari
Bhaktha Vatsala Prabhu Hey Giridhari
Radha Ramana Sri Hari
Keshava Madhava Sadhu Samrakshaka
Sai Krishna Murari
","Oh Lord Krishna, you are adored by your devotees as well as your beloved Radha, you are saviour of the holy men and ascetics.
"
"Sri Madhusudhana Krishna Krishna
Devaki Vasudeva Krishna Krishna
Sri Jagannatha Krishna Krishna
Nanda Yashoda Krishna Krishna
Sri Sai Natha Krishna Krishna (2)
","Oh Madhusudhana, Krishna, son of Devaki and Vasudeva, the Lord of this Universe, you are also the charming lad of mother Yashoda and King Nanda, you are none other than Sai Krishna.
"
"Sri Mallikarjuna Maheshwara
Sri Sai Shambho Vishweshwara |Sri Mallikarjuna...|
Srisaila Vasa Sureshwara
Sri Bhramaramba Hrudayeshwara
Parvathi Ramana Parameshwara
","This Bhajan praises Lord Shiva, the presiding deity in Srisailam, in Andhra Pradesh State in India, who is the Consort of Parvathi, with various names which are HIS attributes such as, Mallikarjuna, Vishweshwara, Sri Shaila Vasa, the one who resides in the heart of Bhramaramba (Parvathi's name in Srisailam)
"
"Sri Mata Jaganmata
Sai Mata Shashi Gowri Mata
Dharani Mata Paripoorani Mata
Jagadharani Mata Bhava Haarini Mata
","Oh Mother Sai, the mother of universe, the mother of auspiciousness, the one who fulfills all our wishes and liberate us from this materialistic world, who is none other than the Mother Earth, our Salutations to you.
"
"Sri Raghu Nandana Bhava Bhaya Bhanjana
Sita Pathey Ramachandra (Hey)
Parama Pavitra Varija Netra
Jagadodhara Nirakara |Sita Pathey|
Ahalyodhara Shabari Raghuraya
Raghukula Bhooshana Rajeeva Lochana |Sita Pathey...|
","Oh Sri Rama, you are the ornament of Raghu Dynasty, you are the destroyer of fear of this materialistic world. Oh Lord of mother Sita, your eyes are like Lotus, Oh Formless one, upholder of the universe, the one who liberated Ahalya from a curse, our Salutations to you.
"
"Sri Raghu Nandana Dasharatha Nandana
Bhadradeeshwara Rama
Vaidehi Priya Vaikunta Vasa
Sada Smarami Ramethi Rama
","Chant incessantly the holy name of Rama from Raghu Dynasty. He who is the son of King Dasharatha and who is the presiding deity in Bhadrachalam (A holy place), who is the beloved of Vaidehi (another name for Sita and who resides in Vaikunta (the abode of Lord Vishnu).
"
"Sri Raghu Nandana Janaki Jeevana
Rama Rama Rama Sai (Ram)
Alakh Niranjana Asurani Khandana
Rajeeva Lochana Bhava Bhaya Bhanjana |Rama Rama...|
","Worship Lord Rama, who is the Consort of Janaki (Sita), who is always pure, the slayer of demons, one with eyes like Lotus and who destroys the fear of the materialistic world.
"
"Sri Raghu Nandana Sita Rama
Rajeeva Lochana Raja Rama
Raja (Sai) Rama
Bhava Bhaya Bhanjana Pavana Naama
Atma Rama Sai Rama
Kalimala Bhanjana Kodanda Rama
","Worship Lord Rama of Raghu Dynasty, the consort of Sita, Sri Rama with Lotus eyes, the one whose sacred name destroys the fear of the materialistic world, the Sai Rama who is Atma Rama (Inner self or Higher Conscience) The Rama who wields the bow named ""Kodanda"" and who destroys the impurities of the age of Kali.
"
"Sri Ram Jaya Ram Jaya Jaya Ram (2)
Sri Ram Jaya Ram Jaya Sai Ram
Sri Ram Jaya Ram Sri Ram Jaya Ram Sathya Sai Ram
","Chant the glory of Lord Rama. Victory to Lord Sathya Sai Ram
"
"Sri Ram Jaya Ram Jaya Jaya Ram Janaki Jeevana Ram
Patitha Pavana Rama Harey Jaya Raghava Sundara Ram
Deenodharana Rama Harey Jaya Maruti Sevitha Ram
Jaya Jaya Ram Jaya Raghu Ram Janaki Jeevana Ram
","Victory to Lord Rama, the embodiment of auspiciousness, the very life of Janaki (Sita) the up lifter of downtrodden, the beautiful one from Raghava Dynasty, who sanctifies the sinners and the one who is worshipped by Maruti (Hanuman).
"
"Sri Rama Charanam Smaramyaham
Sthira Sukha Dayaka Sai Charanam |Sri Rama...|
Shritha Jana Palaka Shirdi Charanam
Srikara Shubha Kara Parthi Charanam
","Worship the feet of Sri Rama which bestows eternal bliss, the feet of Shirdi Sai which bestows austerity to those who worship them and the feet of Parthi Sai which bestows wealth and prosperity.
"
"Sri Rama Charanam Sri Rama Charanam Sri Rama Charanam Bhajey(2)
Vaidehi Ramam Vaikunta Dhamam
Bhoopala Choodamani
Atmabhi Ramam Prabhu Sai Ramam
Sri (Sathya Sai) Rama Charanam Bhajey (3)
","Worship the feet of Lord Sri Rama, Lord of Vaidehi, whose abode is Vaikunta. Like the Choodamani which is the best among the jewels worn on the head, Sri Rama is the Crown Jewel among the kings who have ruled this world. He is the Atma (Higher self or Higher conscience) Rama, Sathya Sai Rama.
"
"Sri Rama Dootha Sri Rama Bhaktha Sri Rama Daasa Namo Namo
Sita Mata Shoka Vinasha
Anatha Natha Namo Namo
Maruti Raya Mahanubhava
Ati Balavanta (Anjaneya) Namo Namo
","Chant the name of Hanuman, the messenger and devotee of Sri Rama. He is the mighty son of Anjani and Vayu (Wind God) and the one who appeased the sorrows of Mother Sita and saviour of needy and downtrodden.
"
"Sri Rama Jaya Rama
Dasharathey Jaya Raghu Rama
Kalyana Rama Kodanda Rama
Sita Rama Sri Raghu Rama
Ram Jaya Ram (Sri)
Sri (Sai) Ram Ram Ram Jaya Ram Ram Ram
","Victory to the Lord Rama, son of Dasharatha, known by various names as Kalyana Rama, Kodanda Rama, Sita Rama and Raghu Rama.
"
"Sri Rama Jaya Rama
Dasharathey Jaya Raghu Rama
Kalyana Rama Kodanda Rama
Sita Rama Sri Raghu Rama
Ram Jaya Ram (Sri)
Sri (Sai) Ram Ram Ram Jaya Ram Ram Ram
","Victory to the Lord Rama, son of Dasharatha, known by various names as Kalyana Rama, Kodanda Rama, Sita Rama and Raghu Rama.
"
"Sri Rama Jaya Rama Jaya Jaya Rama
Sri Rama Jaya Rama Sundara Rama |Sri Rama...|
Sri Rama Jaya Rama Mangala Naama
Sri Rama Jaya Rama Atma Rama
Sri Rama Jaya Rama Sai Rama (2)
","Victory to Lord Rama, the most beautiful, the one whose name is auspicious, the one who is the in dweller, Atma Rama (Higher conscience or Higher Self)
"
"Sri Rama Naamam Ramaneeya Naamam
Sundara Ramam Sugunabhi Ramam |Sri Rama...|
Munijana Vanditha Mohana Ramam
Janaki Ramam Jagadabhi Ramam
Taraka Naamam Sathya Sai Naamam |Sundara Rama...|
","Oh Lord Rama, your name is as enchanting as your form. You are beautiful and full of divine qualities worshipped by sages and pious people You are the Consort of Janaki and the Lord of Universe Sai Rama! Your name provides deliverance from sins. (Taraka Naamam)
"
"Sri Rama Namostuthey Sai Krishna Namostuthey
Shirdi Sai Namostuthey
Parthi Baba Namostuthey
Namostuthey Namostuthey
Sai Krishna Namostuthey
","We worship and chant Sri Rama and Sri Krishna who is also residing in Shirdi and Parthi.
"
"Sri Rama Raghu Nandana Ghana Shyama Yadu Nandana
Sri Ranga Nanda Nandana Sri Ranga Nanda Nandana
Ananda Nanda Gopi Ranjana Niranjana
Sri Rama Raghu Nandana
Ghana Shyama Yadu Nandana
","Chant the holy name of Sri Rama who is of Raghu dynasty. He is none other than Ghana Shyama, Yadu Nandana, Sri Ranga (All names of Vishnu and Krishna) bestowing bliss and the one who is adored by Gopikas.
"
"Sri Rama Rama Ram Yadu Nandana Hey Ghana Shyam
Sri Ram Jaya Ram Jaya Jaya Ram (3)
Raghupathi Raghava Raja Ram
Patitha Pavana Sita Ram |Sri Ram Jaya(3)|
","Sing the name of Rama, who is beloved of Sita and Son of Dasharatha and star of Raghu Clan. Fill the mind with the glory of Rama, who sanctifies the sinners. Repeat the name of Sai Ram.
"
"Sri Rama Rama Rama Raghu Nandana Rama Ram
Sri Rama Rama Rama Bharatagraja Rama Ram
Sri Rama Rama Rama Ranadheera Rama Ram
Sri Rama Rama Rama Sharanam Tava Rama Ram
","I surrender to you Oh courageous Lord Rama of the Raghu Dynasty and the elder brother of Bharata.
"
"Sri Rama Rama Rama Sita Rama Raghava (2)
Narayana Hari Narayana (3)
","Chant the various names of Rama-- Sita Rama, Raghava, Narayana.
"
"Sri Rama Sri Raghu Rama
Sri Rama Sita Rama |Sri Rama...|
Sri Rama Megha Shyama
Sri Rama Sai Rama
","Chant the various names of Rama---Raghu Rama, Sita Rama, Megha Shyama, Sai Rama.
"
"Sri Rama Sundara Naama
Raghu Rama Taraka Naama |Sri Rama|
Dasharatha Nandana Sri Rama
Dharma Samrakshaka Sugunabhi Rama
Kalimala Bhanjana Kodanda Rama
Karuna Sagara Kalyana Rama
","The name Rama is beautiful and provides deliverance from sins. Rama, the son of King Dasharatha has come to uphold righteousness, is noble. He gives succour to sins of the Kali age, is ocean of compassion and auspiciousness.
"
"Sri Ramachandra Jaya Jagannatha
Sita Pathey Jaya Raghu Natha
Patitha Pavana Deena Natha
Deena Natha Deena Natha |Patitha Pavana|
Parthi Pureeshwara Sai Natha |Sita Pathey|
","Worship Lord Rama, who is the Lord of the whole world and of the Raghu Dynasty, the consort of Sita, the one who sanctifies the sinners and who is the Lord of Parthi--Sai Natha.
"
"Sri Ramachandra Jaya Ramachandra
Raghuveera Ranadheera Raghukula Rama |Sri Ramachandra...|
Dasharatha Nandana Dayabhi Rama
Danava Bhanjana Kodanda Rama
Kalyana Rama Kamaneeya Rama |Raghuveera|
","Victory to Lord Rama, the valiant hero of the battlefield, the son of Dasharatha, the compassionate one, the slayer of demons, the wielder of the sacred bow Kodanda, one who does good to everyone and who is very attractive to look at.
"
"Sri Ranga Harey Vittala Sai Ranga Harey Vittala
Hey Daya Nidhey Vittala Hey Krupa Nidhey Vittala
Hey Sai Prabho Vittala Sathya Sai Prabho Vittala
","Chant Sri Ranga, Vittala who is all compassionate and merciful Oh Lord Sai Vittala, Oh Sathya Sai Vittala.
"
"Sri Ranga Sai Shesha Sai
Sevitha Mohana Sri Sathya sai |Sri Ranga...|
Karunalaya Sri Ranga Sai
Kamaneeyanana Sri Sathya Sai |Sri Ranga...|
Jaya Jaya Govinda Govardhana Sai
Jaya Jaya Gopala Vanditha Sai
","Sri Ranga is all charming and Lord Sai is resting on serpent ""Shesha"". He is all compassionate and worshipped in different forms as Sri Ranga, Govinda, holder of Govardhana mountain, Mother Sai and Gopala. He is all attractive, charming Lord Sai
"
"Sri Ranga Sri Ranga Ranga Ranga Sri Ranga (2)
Kaveri Thata Vasa Kasturi Ranga
Karunya Lavanya Karunanta Ranga
Jaya Panduranga Jaya Sai Ranga (2)
","Chant the name of Lord Sriranga who resides on the banks of river Kaveri. He is compassionate and His beauty is enchanting. Victory to you Oh Lord Panduranga.
"
"Sri Ranga Vittala Pandari Natha Vittala (Jaya)
Sri Ranga Panduranga Sai Ranga Vittala |Sri Ranga Vittala|
Rakumayi Vittala Radhey Shyam Vittala
Dwarakamayi Vittala Purandara Vittala |Sri Ranga Panduranga|
","Salutations to Lord Vittala of Pandari the consort of Rakumayi and the beloved of Radha. He is also the Dwarakamayi (Shirdi Sai).
"
"Sri Ranga Vittala Vittala Narayana
Panduranga Vittala Vittala Narayana
Rakumayi Vittala Vittala Narayana
Dwarakamayi Vittala Vittala Narayana
Sri Sai Vittala Vittala Narayana
","Pray to Sai Vittala who is none other than Narayana, Panduranga the beloved of Rakumayi and resident of Dwarakamayi (Shirdi Sai).
"
"Sri Rangana Krishnana Devaki Nandana
Kamala Nayana Shyamala Vadana Ananda Chandana |Sri Rangana...|
Venu Vilolana Gopika Ranjana Yashoda Nandana
Ananda Chandana
Yashoda Nandana
","Oh Lord Ranganatha, Krishna, son of Devaki, with your Lotus eyes, body of dark complexion, with the flute in your hand your are happiness personified, Oh son of Yashoda.
"
"Sri Sai Gananayakam Ganapathim
Bhaktha Jana Vanditham Pavanam |Sri Sai...|
Vidya Buddhi Pradayaka Devam
Bhava Bhaya Haranam Bhavani Tanayam
","Salutations to Lord Sai Ganapathi who is the Lord of Ganas (Attendants of Lord Shiva) He is worshipped by his devotees who are sanctified by His grace Oh! Son of Bhavani, you are the provider of knowledge, education and the one who dispels fear of sins and cycle of birth and death.
"
"Sri Sai Natha Deena Natha
Parthi Puri Bhagawan
Shantha Swaroopa Premavatara
Karuna Swaroopa Bhagawan
Rajeeva Lochana Ananda Rama
Mangala Nayanabhi Ram
","Salutations to the Lord of Parthi, the compassionate Lord of the needy and downtrodden, the personification of Peace, Mercy, the one with Lotus eyes which bestow auspiciousness.
"
"Sri Sai Natha Guru Govinda
Parthi Pureeshwara Jaya Govinda
Prashanthi Nilaya Radhey Govinda
Sri Guru Jaya Guru Vittala Govinda
","Sing the name of Lord Sai who is our Guru, the Lord Govinda who resides in Parthi/Prashanthi Nilayam, the Lord of Radha and also known by the name of Vittala.
"
"Sri Sai Rama Harey Sri Sai Rama Harey
Sri Rama Chandra Prabhu Rama Chandra
Sai (Sri) Rama Chandra Harey (3)
","Worship Sai Rama who is also the Lord Rama.
"
"Sri Sai Rama Sundara Naama
Pavana Charana Prashanthi Rama
Jagadashraya Bhava Bandha Vimochana
Ahalyodharaka Rama Harey
Rama Harey Rama Harey
Parthi Pureesha Mangala Dhama
Pavana Charana Prashanthi Rama
","Oh Lord Sai Rama of Prashanthi, from whom the entire world seeks solace and liberation, you are none other than the Lord Rama who liberated Ahalya, Oh Lord of Parthi we offer our salutations at your sacred feet.
"
"Sri Sai Sharanam Sharanam Deva
Sadguru Mama Guru Sharanam Deva |Sri Sai...|
Guru Sakshath Parabrahma Deva
Guru Vishnu Guru Maheshwara Deva
Sadguru Charanam Sharanam Deva (2)
","I surrender at the feet of my Divine preceptor, Sai, who is none other than the all pervading Parabrahma (The Supreme Cosmic Spirit). HE is Trinity (Brahma, Vishnu and Shiva) combined in one form.
"
"Sri Sai Shirdeeshwara Parthi Vasa Parameshwara
Patitha Pavana Bhava Bhaya Bhanjana Lokesha Bhaktha Palana |Sri Sai|
Jaalileda Deena Bandhava
Chaala Mela Jagat Bandhava
Bhaktha Hrudayalaya Srishti Sthithi Laya Sathya Dharma Shanthi Premalaya |Sri Sai|
Paahi Paahi Parameshwara Jata Joota Shambho Shankara
Trishoola Dhara Trinetra Dhari Girija Kantha Sadashiva
","Oh Sai of Shirdi and Parthi, you are none other than Lord Shiva who gives succour to your devotees. Oh compassionate Lord show your mercy without delay, you are the cause for the Creation, Existence and Dissolution and the one who establishes Truth, Righteousness, Peace and Love in this universe. Please come to protect us Oh compassionate Parameshwara (Lord Shiva) with your matted hair, Trident in hand having three eyes and accompanied by your Consort Girija (Parvathi).
"
"Sri Vasudeva Narayana
Govinda Gopala Narayana
Janardhana Madhusudhana
Madhusudhana Madhusudhana |Janardhana...|
Govardhanodhara Gopalana
Sri Sai Govinda Madhava Keshava
","Worship the Lord Hari who is known by many names as Vasudeva, Narayana, Janardhana, Madhusudhana, Govardhanodhari, Gopalana, Madhava, Keshava.
"
"Sri Vasudeva Narayana Sai Narayana
Janardhana Hey Madhusudhana Sai Narayana
Govardhanodhara Gopalana Sai Narayana
Hari Om Hari Om Hari Om Narayana
","Worship and chant Vasudeva, Janardhana, Madhusudhana, Narayana (All names of Krishna) who as Gopala had lifted Govardhana mountain to protect His devotees. He is the charming Hari.
"
"Sri Venkatesha Sayeeshwara
Tirumalai Vasa Sayeeshwara
Sayeeshwara Sathya Sayeeshwara
Balaji Govinda Sayeeshwara (2)
Akhilanda Natha Ananda Roopa
Venkatesha Sai Venkatesha (3) |Balaji Govinda(2)|
","Salutations to Lord Sai who is also the Lord Venkateshwara or Balaji who resides in Tirumala The Lord Govinda. He is the Lord of the whole Universe and the embodiment of happiness. Worship Lord Sathya Sayeeshwara!
"
"Sridhara Sundara Radhikeshwara
Gaana Priyakara Murali Manohara |Sridhara Sundara|
Natawara Giridhara Gopikeshwara
Sayeeshwara Sathya Sayeeshwara
","The beautiful Lord Vishnu--who is the Lord of Lakshmi and adored by Radha, the Lord who is fond of music and beautiful to look at with his flute, who is the supreme actor and dancer, the Lord of the Gopis, one who lifted the Govardhana Mountain, He is none other than our Lord Sathya Sayeeshwara.
"
"Srikari Krupakari Kshemankari Sayeeshwari
Shankari Abhayankari Shubhankari Sayeeshwari |Srikari Krupakari...|
Tandavakeli Priyakari Bhairavi Abhayankari
Sarveshwari Sundari Dayakari Maheshwari
","The beautiful, compassionate and all pervading goddess Parvathi, the consort of Shankara, is extolled by various names such as-- Srikari ""The one who bestows Auspiciousness"", Krupakari ""Compassionate"", Kshemankari ""Looking after the welfare of devotees"", Abhayankari "", who bestows fearlessness"", Shubhakari ""Always doing good"" and TandavaKeli Priyakari ""One who is fond of 'Tandava' dance"".
"
"Srinivasa Govinda Sri Venkatesha Govinda
Purana Purusha Govinda Pundarikaaksha Govinda
Dashavidha Roopa Govinda Krishna Rama Govinda
Krishna Rama Govinda Rama Krishna Govinda
Sai Rama Govinda Sai Krishna Govinda
","Chant the names of Srinivasa, Govinda, Venkatesha (All names of Lord Srinivasa of Tirupati) The one who was the Lord of great Epics (Puranas) and the one who has taken ten incarnations. He is also the Lord Sai Rama and Sai Krishna.
"
"Srinivasa Sri Venkatesha
Balaji Govinda Sayeesha |Srinivasa Sri...|
Parama Dayala Tirumalai Vasa
Padma Lakshmi Vallabha Esha
Pundarikaaksha Paapa Vinasha
","Oh Lord Srinivasa, Sri Venkatesha, Balaji, Govinda (All names of Lord Srinivasa of Tirupati) Oh Lord Sayeesha You are compassionate Lord residing on the hills of Tirumala accompanied by Padmavati and Lakshmi, You are Pundarikaksha (The lotus-eyed; a title of Vishnu and Krishna) the destroyer of our sins.
"
"Srinivasa Sri Venkatesha
Balaji Govinda Sayeesha |Srinivasa Sri...|
Parama Dayala Tirumalai Vasa
Padma Lakshmi Vallabha Esha
Pundarikaaksha Paapa Vinasha
","Oh Lord Srinivasa, Sri Venkatesha, Balaji, Govinda (All names of Lord Srinivasa of Tirupati) Oh Lord Sayeesha You are compassionate Lord residing on the hills of Tirumala accompanied by Padmavati and Lakshmi, You are Pundarikaksha (The lotus-eyed; a title of Vishnu and Krishna) the destroyer of our sins.
"
"Srinivasa Venkatesha
Shritha Jana Paripala Sayeesha |Srinivasa Venkatesha|
Tirupati Giri Vasa Govinda
Garuda Vahana Govinda Govinda
Govinda Govinda Srinivasa Govinda
Govinda Govinda Shirdi Vasa Govinda
Govinda Govinda Parthi Vasa Govinda
Govinda Govinda Srinivasa Govinda
Govinda Govinda Shirdi Vasa Govinda
Govinda Govinda Parthi Vasa Govinda
","Sing the name of Srinivasa, Venkatesha The Lord Sayeesha who protects all those who have surrendered to him, Lord Govinda who resides in Tirupati, One who rides on Garuda.
"
"Srishti Sthithi Layakara Amrutotbhavakara
Guru Brahma Guru Vishnu Guru Devo Maheshwara |Srishti Sthithi|
Lingodhbhavakara Shiva Shiva Shiva Shankara
Shambho Mahadeva Sai Parameshwara
","Salutations to the Lord Shiva who is responsible for creation, existence and destruction. He is the creator of Amrutha-the immortal nectar. He is the preceptor in the form of Trinity (Brahma, Vishnu and Maheshwara). Lord Sai is none other than Lord Shiva who is the creator of holy Shiva Linga.
"
"Subah Aur Shyam Bol Hari Naam
Gopi Gopala Bhajo Sai Ghana Shyam |Subah Aur...|
Chalo Man Chalo Chaley Baba Ke Dhaam
Shirdi Ke Dhaam Puttaparthi Ke Dhaam
","Chant the name of Lord Hari day in day out, Chant Gopi, Gopala, Sai Ghana Shyam (All names of Krishna) Oh Mind let us proceed with our journey to the abodes of Shirdi Sai and Parthi Sai.
"
"Subrahmanya Maam Paahi Sai Natha Maam Paahi
Shambhu Kumara Maam Paahi Sharavana Bhava Guha Maam Paahi
Shanmukha Natha Maam Paahi Sai Natha Maam Paahi
Shiva Shiva Shiva Shiva Subrahmanyam Hara Hara Hara Hara Subrahmanyam
Shiva Shiva Bala Subrahmanyam Hara Hara Bala Subrahmanyam
Shiva Shiva Hara Hara Subrahmanyam Hara Hara Shiva Shiva Subrahmanyam
","We take refuge in Lord Subrahmanya, son of Lord Shambhu (Lord Shiva) Praise Him as Sharavana.
"
"Subrahmanya Namostuthey
Sura Samhara Namostuthey
Suramuni Pala Namostuthey
Kanda Kumara Namostuthey
Shambhu Kumara Namostuthey
Shankari Bala Namostuthey
Shanmukha Natha Namostuthey
Sai Natha Namostuthey (2)
","Pray to Lord Subrahmanya destroyer of demon Sura. He is worshipped by pious sages and noble souls. He is son of mother Shankari. Our Salutations to you Oh Sai Natha.
"
"Subrahmanyam Subrahmanyam Shanmukha Natha Subrahmanyam
Subrahmanyam Subrahmanyam Sai Natha Subrahmanyam
Shiva Shiva Shiva Shiva Subrahmanyam Hara Hara Hara Hara Subrahmanyam
Shiva Shiva Hara Hara Subrahmanyam Hara Hara Shiva Shiva Subrahmanyam
Shiva Sharavana Bhava Subrahmanyam Guru Sharavana Bhava Subrahmanyam
Shiva Shiva Hara Hara Subrahmanyam Hara Hara Shiva Shiva Subrahmanyam
","We take refuge in Lord Subrahmanyam and praise Him as Sharavana. Glory to Lord Subrahmanya and Lord Sai Natha
"
"Sumiran Kar Man Naam Prabhu Ka
Parthi Puri Ke Sai Prabhu Ka |Sumiran Kar|
Kamal Nayana Prabhu Sundara Shyama
Karley Sumiran Sai Rama
","Oh Mind meditate upon the form of Lord Sai of Parthi, He is none other than the Lotus eyed Lord Krishna. Meditate upon the form of Lord Sai Rama.
"
"Sun Ley Pukar Sai Murali (2)
Madhura Murali Mangala Murali
Mohana Murali Mukunda Murali
Sumadhura Murali Sunaada Murali
Madhava Murali Yadava Murali
Madhumathi Radha Lola Murali
Madhuvana Sanchari Shyama Murali
","Oh Lord Krishna of Yadava clan, please listen to my appeal, you are the Murali krishna who raptures everyone with your sublime, sweet lilting music on your flute, going around the beautiful forest with Radha as consort.
"
"Sunaada Vinodini Sai Janani
Bhavani Jaganmohini Sai Janani |Sunaada Vinodini...|
Sambhavi Shiva Ranjani Sai Janani
Shankari Narayani Sai Janani
Bhagawathi Vara Dayini Sai Janani
","The mother Sai who enjoys music has several forms and names. They are, the Goddess Bhavani who has enchanted the whole world, the Goddess Sambhavi who pleases and entertains Lord Shiva, the Goddess Shankari, Narayani and the Lord Bhagawathi who bestows boons to all.
"
"Sunaada Vinodini Suhaasini
Anatha Rakshaki Sri Bhuvaneshwari
Abhaya Pradayini Ananda Roopini
","The Divine Mother revels in sacred music, is bliss personified, protector of helpless and needy and the one who bestows solace to all.
"
"Sundara Mukha Sri Gajanana
Eka Dantha Sri Gajanana |Sundara Mukha...|
Prathama Namami Gajanana
Rishi Muni Vanditha Gajanana
Gajanana Om Gajanana (3)
","Salutations to Lord Ganesh the beautiful elephant faced Lord with a single tusk and is the one whom the entire universe worships first. The wise and noble sages too worship him first.
"
"Sundara Paadam Sai Paadam
Pankaja Charanam Paapa Vimochanam |Sundara Paadam...|
Nataraja Natanam Sai Paadam
Sri Krishna Narthanam Sai Paadam
Bhava Dukha Haranam Sai Paadam
Jagadodharanam Sai Paadam
","The feet of Sai are beautiful. The feet which are soft like Lotus petals give relief from our sins. The feet of Sai are the dancing feet of Lord Shiva and that of Lord Krishna. The feet of Sai provide solace from the trials and tribulations in our lives and they are the feet that uplift the world from miseries and calamities.
"
"Sundara Rama Sai Rama
Sugunatheetha Megha Shyama
Srishti Sthithi Laya Karana Rama
Munijana Poojita Taraka Naama
Sath Chith Ananda Swaroopa Naam (2)
Sai Ram Sai Ram (4)
","Oh Beautiful Rama, your virtues are of highest order, your colour is that of dark clouds, you are responsible for Creation and existence, you are adored by sages, you are the liberator from the cycle of birth and death and you are always in bliss.
"
"Sundara Shyam Nayanabhi Ram
Hey Ghana Shyam Nayanabhi Ram
Natawara Shyam Nayanabhi Ram
Radhey Shyam Nayanabhi Ram
Sai Shyam Nayanabhi Ram
","This Bhajan extols Lord Krishna as the blue dark complexioned Shyama, the supreme dancer and actor, the Lord of Radha who is very beautiful and enchanting for the eyes.
"
"Sundara Shyama Murari Sai
Gopala Sri Hari Sri Hari (2)
Parama Niranjana Madhava Sai
Sakala Charachara Vyapaka Sai |Gopala Sri...|
","The beautiful Lord Sai, also known as Shyama Murari, Gopala and Sri Hari, Lord Madhava Sai (all synonyms with Krishna) who is always pure, is spread everywhere in all the animate and inanimate things.
"
"Sundara Sugunabhi Rama Rama
Mandara Makaranda Madhurya Naama Rama |Sundara Sugunabhi|
Kodanda Mandita Ranadheera Rama Rama
Ananda Mandira Rama
Rama Jai Jai Ram Sri Rama Jai Jai Ram (3)
","Oh Beautiful and Virtuous Rama, your name is sweeter than honey. Oh Rama with the Kodanda (the Sacred Bow) in hand you are the personification of Valour in the battle. You are the temple of Bliss. Victory to you Oh Rama.
"
"Sundara Sundara Nachey Sundara Sai Ghana Shyam
Nachey Rey Sai Sundara Shyam
Rhumaka Jhumaka Jhum Ghungaroo Bhajey Nachey Ghana Shyam
Nachey Natawara Sai Sundara Merey Sai Ram
Nachey Nachey Mana Mandir Mey Merey Sai Ram |Nachey Rey...|
","Oh Lord it is a treat for the eyes and ears when the dark complexioned Shyam (Krishna) dances with the jingling anklets on His little feet, which go in rhythm to the tune. Oh Lord please dance in our hearts the same way for the song of our life.
"
